timestamp,ambient_air_temperature,cabin_temperature,cabin_humidity_pct,hvac_blower_speed,ac_compressor_load_pct,lighting_status_headlamp_brake_lamp,wiper_motor_status,door_open_per_closed_status,window_open_pct,sunroof_position_pct,seat_occupancy_sensors,seat_belt_status,airbag_readiness,fuel_level_pct,distance_since_codes_cleared,distance_with_mil_lit,odometer_reading,trip_distance,cost_per_km_trip,cost_per_km_instant,average_trip_speed_stoppedmoving,barometer_android_device_mb,interior_light_sensor_lux,steering_wheel_controls,cruise_control_set_speed,key_fob_battery_level,immobilizer_status,android_device_battery,gps_coordinates_lat_per_long,horizontal_dilution_of_precision
2024-07-05T12:54:22-05:30,,,,,,,,,,,,,,,5693,,,585.024231,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:26-05:30,,,,,,,,,,,,,,,5693,,,585.0549316,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:30-05:30,,,,,,,,,,,,,,,5693,,,585.0812378,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:33-05:30,,,,,,,,,,,,,,,5693,,,585.0936279,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:37-05:30,,,,,,,,,,,,,,,5693,,,585.0986328,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:41-05:30,,,,,,,,,,,,,,,5693,,,585.1291504,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:46-05:30,,,,,,,,,,,,,,,5693,,,585.1567993,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:50-05:30,,,,,,,,,,,,,,,5693,,,585.1850586,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:54-05:30,,,,,,,,,,,,,,,5693,,,585.2045898,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:54:58-05:30,,,,,,,,,,,,,,,5693,,,585.2223511,,,,,,,,,,91.0,,9.935046196
2024-07-05T12:55:02-05:30,,,,,,,,,,,,,,,5693,,,585.2293701,,,,,,,,,,91.0,,4.093482018
2024-07-05T12:55:06-05:30,,,,,,,,,,,,,,,5693,,,585.2358398,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:10-05:30,,,,,,,,,,,,,,,5693,,,585.2401733,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:13-05:30,,,,,,,,,,,,,,,5693,,,585.2492676,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:17-05:30,,,,,,,,,,,,,,,5693,,,585.2645264,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:21-05:30,,,,,,,,,,,,,,,5693,,,585.2670898,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:25-05:30,,,,,,,,,,,,,,,5693,,,585.2746582,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:29-05:30,,,,,,,,,,,,,,,5693,,,585.2872925,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:33-05:30,,,,,,,,,,,,,,,5693,,,585.2884522,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:37-05:30,,,,,,,,,,,,,,,5693,,,585.2946167,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:41-05:30,,,,,,,,,,,,,,,5693,,,585.3045044,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:45-05:30,,,,,,,,,,,,,,,5693,,,585.3137817,,,,,,,,,,91.0,,3.790092468
2024-07-05T12:55:49-05:30,,,,,,,,,,,,,,,5693,,,585.3310547,,,,,,,,,,90.0,,3.790092468
2024-07-05T12:55:53-05:30,,,,,,,,,,,,,,,5693,,,585.3356323,,,,,,,,,,90.0,,3.850594997
2024-07-05T12:55:56-05:30,,,,,,,,,,,,,,,5693,,,585.3461914,,,,,,,,,,90.0,,3.790092468
2024-07-05T12:56:00-05:30,,,,,,,,,,,,,,,5693,,,585.3616943,,,,,,,,,,90.0,,3.790092468
2024-07-05T12:56:04-05:30,,,,,,,,,,,,,,,5693,,,585.3648682,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:08-05:30,,,,,,,,,,,,,,,5693,,,585.3834229,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:12-05:30,,,,,,,,,,,,,,,5693,,,585.4003296,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:16-05:30,,,,,,,,,,,,,,,5693,,,585.4152832,,,,,,,,,,90.0,,9.955821037
2024-07-05T12:56:20-05:30,,,,,,,,,,,,,,,5693,,,585.4331055,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:24-05:30,,,,,,,,,,,,,,,5693,,,585.4434815,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:28-05:30,,,,,,,,,,,,,,,5693,,,585.4650269,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:32-05:30,,,,,,,,,,,,,,,5693,,,585.4758911,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:36-05:30,,,,,,,,,,,,,,,5693,,,585.4906006,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:40-05:30,,,,,,,,,,,,,,,5693,,,585.505249,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:44-05:30,,,,,,,,,,,,,,,5693,,,585.5131226,,,,,,,,,,90.0,,10.19528008
2024-07-05T12:56:47-05:30,,,,,,,,,,,,,,,5693,,,585.5300293,,,,,,,,,,90.0,,10.32476234
2024-07-05T12:56:51-05:30,,,,,,,,,,,,,,,5693,,,585.5439453,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:55-05:30,,,,,,,,,,,,,,,5693,,,585.5518189,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:56:59-05:30,,,,,,,,,,,,,,,5693,,,585.5632935,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:03-05:30,,,,,,,,,,,,,,,5693,,,585.5747681,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:09-05:30,,,,,,,,,,,,,,,5693,,,585.5858154,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:13-05:30,,,,,,,,,,,,,,,5693,,,585.5892334,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:16-05:30,,,,,,,,,,,,,,,5693,,,585.614502,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:20-05:30,,,,,,,,,,,,,,,5693,,,585.6361084,,,,,,,,,,90.0,,10.04853535
2024-07-05T12:57:24-05:30,,,,,,,,,,,,,,,5694,,,585.6504517,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:28-05:30,,,,,,,,,,,,,,,5694,,,585.6549072,,,,,,,,,,90.0,,10.26744461
2024-07-05T12:57:32-05:30,,,,,,,,,,,,,,,5694,,,585.6586304,,,,,,,,,,90.0,,9.945489883
2024-07-05T12:57:36-05:30,,,,,,,,,,,,,,,5694,,,585.6618652,,,,,,,,,,90.0,,10.49481869
2024-07-05T12:57:40-05:30,,,,,,,,,,,,,,,5694,,,585.6934204,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:44-05:30,,,,,,,,,,,,,,,5694,,,585.7175903,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:48-05:30,,,,,,,,,,,,,,,5694,,,585.7368774,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:52-05:30,,,,,,,,,,,,,,,5694,,,585.7588501,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:57:56-05:30,,,,,,,,,,,,,,,5694,,,585.7821655,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:00-05:30,,,,,,,,,,,,,,,5694,,,585.8042603,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:04-05:30,,,,,,,,,,,,,,,5694,,,585.8251343,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:07-05:30,,,,,,,,,,,,,,,5694,,,585.8453369,,,,,,,,,,90.0,,10.14343739
2024-07-05T12:58:11-05:30,,,,,,,,,,,,,,,5694,,,585.8642578,,,,,,,,,,90.0,,11.11024857
2024-07-05T12:58:15-05:30,,,,,,,,,,,,,,,5694,,,585.8825684,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:19-05:30,,,,,,,,,,,,,,,5694,,,585.9002075,,,,,,,,,,90.0,,10.29686546
2024-07-05T12:58:23-05:30,,,,,,,,,,,,,,,5694,,,585.9146118,,,,,,,,,,90.0,,9.950759888
2024-07-05T12:58:27-05:30,,,,,,,,,,,,,,,5694,,,585.9277954,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:31-05:30,,,,,,,,,,,,,,,5694,,,585.9407959,,,,,,,,,,90.0,,9.942367554
2024-07-05T12:58:35-05:30,,,,,,,,,,,,,,,5694,,,585.9520264,,,,,,,,,,90.0,,10.13742542
2024-07-05T12:58:39-05:30,,,,,,,,,,,,,,,5694,,,585.9523926,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:43-05:30,,,,,,,,,,,,,,,5694,,,585.9899292,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:47-05:30,,,,,,,,,,,,,,,5694,,,586.0170288,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:50-05:30,,,,,,,,,,,,,,,5694,,,586.0299683,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:54-05:30,,,,,,,,,,,,,,,5694,,,586.0390015,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:58:58-05:30,,,,,,,,,,,,,,,5694,,,586.0628052,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:02-05:30,,,,,,,,,,,,,,,5694,,,586.0892334,,,,,,,,,,90.0,,10.04607582
2024-07-05T12:59:06-05:30,,,,,,,,,,,,,,,5694,,,586.1102295,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:10-05:30,,,,,,,,,,,,,,,5695,,,586.1324463,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:14-05:30,,,,,,,,,,,,,,,5695,,,586.1550903,,,,,,,,,,90.0,,10.14522362
2024-07-05T12:59:18-05:30,,,,,,,,,,,,,,,5695,,,586.1760864,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:22-05:30,,,,,,,,,,,,,,,5695,,,586.192627,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:26-05:30,,,,,,,,,,,,,,,5695,,,586.2180786,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:30-05:30,,,,,,,,,,,,,,,5695,,,586.2468872,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:33-05:30,,,,,,,,,,,,,,,5695,,,586.2700195,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:37-05:30,,,,,,,,,,,,,,,5695,,,586.2834473,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:41-05:30,,,,,,,,,,,,,,,5695,,,586.2879639,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:45-05:30,,,,,,,,,,,,,,,5695,,,586.3218384,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:49-05:30,,,,,,,,,,,,,,,5695,,,586.3522339,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:53-05:30,,,,,,,,,,,,,,,5695,,,586.3842163,,,,,,,,,,90.0,,9.935046196
2024-07-05T12:59:57-05:30,,,,,,,,,,,,,,,5695,,,586.418457,,,,,,,,,,90.0,,9.935046196
2024-07-05T13:00:01-05:30,,,,,,,,,,,,,,,5695,,,586.4528198,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:05-05:30,,,,,,,,,,,,,,,5695,,,586.484314,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:08-05:30,,,,,,,,,,,,,,,5695,,,586.5116577,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:12-05:30,,,,,,,,,,,,,,,5695,,,586.5368652,,,,,,,,,,89.0,,9.974897385
2024-07-05T13:00:16-05:30,,,,,,,,,,,,,,,5695,,,586.5498047,,,,,,,,,,89.0,,10.2836237
2024-07-05T13:00:20-05:30,,,,,,,,,,,,,,,5695,,,586.5817261,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:24-05:30,,,,,,,,,,,,,,,5695,,,586.6164551,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:28-05:30,,,,,,,,,,,,,,,5695,,,586.6561279,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:32-05:30,,,,,,,,,,,,,,,5695,,,586.6582031,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:36-05:30,,,,,,,,,,,,,,,5695,,,586.6587524,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:40-05:30,,,,,,,,,,,,,,,5695,,,586.7067261,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:44-05:30,,,,,,,,,,,,,,,5695,,,586.7539063,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:47-05:30,,,,,,,,,,,,,,,5695,,,586.7633057,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:51-05:30,,,,,,,,,,,,,,,5696,,,586.7713623,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:55-05:30,,,,,,,,,,,,,,,5696,,,586.7912598,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:00:59-05:30,,,,,,,,,,,,,,,5696,,,586.81073,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:03-05:30,,,,,,,,,,,,,,,5696,,,586.8287354,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:07-05:30,,,,,,,,,,,,,,,5696,,,586.8463135,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:11-05:30,,,,,,,,,,,,,,,5696,,,586.8747559,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:15-05:30,,,,,,,,,,,,,,,5696,,,586.9017944,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:19-05:30,,,,,,,,,,,,,,,5696,,,586.9277344,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:23-05:30,,,,,,,,,,,,,,,5696,,,586.9525757,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:27-05:30,,,,,,,,,,,,,,,5696,,,586.9759522,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:31-05:30,,,,,,,,,,,,,,,5696,,,586.9985962,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:34-05:30,,,,,,,,,,,,,,,5696,,,587.0319214,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:38-05:30,,,,,,,,,,,,,,,5696,,,587.0646362,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:42-05:30,,,,,,,,,,,,,,,5696,,,587.0965576,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:46-05:30,,,,,,,,,,,,,,,5696,,,587.1275635,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:50-05:30,,,,,,,,,,,,,,,5696,,,587.1696167,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:54-05:30,,,,,,,,,,,,,,,5696,,,587.2102051,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:01:58-05:30,,,,,,,,,,,,,,,5696,,,587.2119751,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:02-05:30,,,,,,,,,,,,,,,5696,,,587.2248535,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:06-05:30,,,,,,,,,,,,,,,5696,,,587.2363281,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:10-05:30,,,,,,,,,,,,,,,5696,,,587.2619629,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:14-05:30,,,,,,,,,,,,,,,5697,,,587.2811279,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:18-05:30,,,,,,,,,,,,,,,5697,,,587.2869873,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:22-05:30,,,,,,,,,,,,,,,5697,,,587.3032227,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:26-05:30,,,,,,,,,,,,,,,5697,,,587.3180542,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:29-05:30,,,,,,,,,,,,,,,5697,,,587.3247681,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:33-05:30,,,,,,,,,,,,,,,5697,,,587.3318481,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:37-05:30,,,,,,,,,,,,,,,5697,,,587.3416138,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:41-05:30,,,,,,,,,,,,,,,5697,,,587.3554077,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:45-05:30,,,,,,,,,,,,,,,5697,,,587.3668213,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:49-05:30,,,,,,,,,,,,,,,5697,,,587.3782349,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:53-05:30,,,,,,,,,,,,,,,5697,,,587.3989258,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:02:57-05:30,,,,,,,,,,,,,,,5697,,,587.425354,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:01-05:30,,,,,,,,,,,,,,,5697,,,587.4588623,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:05-05:30,,,,,,,,,,,,,,,5697,,,587.4953003,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:09-05:30,,,,,,,,,,,,,,,5697,,,587.5304565,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:13-05:30,,,,,,,,,,,,,,,5697,,,587.564148,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:16-05:30,,,,,,,,,,,,,,,5697,,,587.5728149,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:20-05:30,,,,,,,,,,,,,,,5697,,,587.5808106,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:24-05:30,,,,,,,,,,,,,,,5697,,,587.5998535,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:28-05:30,,,,,,,,,,,,,,,5697,,,587.6317749,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:32-05:30,,,,,,,,,,,,,,,5697,,,587.6361694,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:36-05:30,,,,,,,,,,,,,,,5697,,,587.6526489,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:40-05:30,,,,,,,,,,,,,,,5697,,,587.6801758,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:44-05:30,,,,,,,,,,,,,,,5697,,,587.7022705,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:48-05:30,,,,,,,,,,,,,,,5697,,,587.7108154,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:52-05:30,,,,,,,,,,,,,,,5697,,,587.7456665,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:56-05:30,,,,,,,,,,,,,,,5697,,,587.7880859,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:03:59-05:30,,,,,,,,,,,,,,,5697,,,587.8341675,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:03-05:30,,,,,,,,,,,,,,,5697,,,587.8414307,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:07-05:30,,,,,,,,,,,,,,,5697,,,587.8464356,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:11-05:30,,,,,,,,,,,,,,,5698,,,587.8765869,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:15-05:30,,,,,,,,,,,,,,,5698,,,587.8878174,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:19-05:30,,,,,,,,,,,,,,,5698,,,587.9031982,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:23-05:30,,,,,,,,,,,,,,,5698,,,587.9077148,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:27-05:30,,,,,,,,,,,,,,,5698,,,587.9269409,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:31-05:30,,,,,,,,,,,,,,,5698,,,587.9346314,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:35-05:30,,,,,,,,,,,,,,,5698,,,587.9352417,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:39-05:30,,,,,,,,,,,,,,,5698,,,587.9468994,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:43-05:30,,,,,,,,,,,,,,,5698,,,587.9715576,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:47-05:30,,,,,,,,,,,,,,,5698,,,588.008667,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:51-05:30,,,,,,,,,,,,,,,5698,,,588.0184326,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:54-05:30,,,,,,,,,,,,,,,5698,,,588.0418701,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:04:58-05:30,,,,,,,,,,,,,,,5698,,,588.0770264,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:02-05:30,,,,,,,,,,,,,,,5698,,,588.0847168,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:06-05:30,,,,,,,,,,,,,,,5698,,,588.1047974,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:10-05:30,,,,,,,,,,,,,,,5698,,,588.1373901,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:14-05:30,,,,,,,,,,,,,,,5698,,,588.1419067,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:18-05:30,,,,,,,,,,,,,,,5698,,,588.1599121,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:22-05:30,,,,,,,,,,,,,,,5698,,,588.1911011,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:26-05:30,,,,,,,,,,,,,,,5698,,,588.1915894,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:30-05:30,,,,,,,,,,,,,,,5698,,,588.2053223,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:34-05:30,,,,,,,,,,,,,,,5698,,,588.2332153,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:38-05:30,,,,,,,,,,,,,,,5699,,,588.2752686,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:41-05:30,,,,,,,,,,,,,,,5699,,,588.2860718,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:45-05:30,,,,,,,,,,,,,,,5699,,,588.3101807,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:49-05:30,,,,,,,,,,,,,,,5699,,,588.3467407,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:53-05:30,,,,,,,,,,,,,,,5699,,,588.3521118,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:05:57-05:30,,,,,,,,,,,,,,,5699,,,588.3704224,,,,,,,,,,89.0,,10.05383587
2024-07-05T13:06:01-05:30,,,,,,,,,,,,,,,5699,,,588.4014282,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:06:05-05:30,,,,,,,,,,,,,,,5699,,,588.4024048,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:06:09-05:30,,,,,,,,,,,,,,,5699,,,588.4174805,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:06:13-05:30,,,,,,,,,,,,,,,5699,,,588.4458618,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:06:17-05:30,,,,,,,,,,,,,,,5699,,,588.4833984,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:06:20-05:30,,,,,,,,,,,,,,,5699,,,588.5150757,,,,,,,,,,89.0,,9.935046196
2024-07-05T13:06:24-05:30,,,,,,,,,,,,,,,5699,,,588.5269165,,,,,,,,,,88.0,,9.935046196
